ID;Workclass;education;marital-status;occupation;relationship;race;sex
7605;Local-gov;Some-college;Divorced;Exec-managerial;Not-in-family;White;Female
7606;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;Asian-Pac-Islander;Male
7607;Self-emp-not-inc;Bachelors;Married-civ-spouse;Machine-op-inspct;Wife;Asian-Pac-Islander;Female
7608;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male
7609;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Female
7610;Private;Some-college;Divorced;Machine-op-inspct;Own-child;White;Male
7611;Private;HS-grad;Married-civ-spouse;Farming-fishing;Husband;White;Male
7612;?;Some-college;Never-married;?;Own-child;White;Male
7613;Private;9th;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
7614;Local-gov;12th;Married-civ-spouse;Other-service;Husband;White;Male
7615;Private;HS-grad;Separated;Transport-moving;Unmarried;White;Male
7616;Federal-gov;HS-grad;Divorced;Adm-clerical;Unmarried;Black;Female
7617;Private;11th;Married-civ-spouse;Other-service;Husband;Black;Male
7618;Private;HS-grad;Never-married;Exec-managerial;Unmarried;White;Female
7619;Private;HS-grad;Divorced;Other-service;Not-in-family;White;Female
7620;Private;HS-grad;Never-married;Adm-clerical;Unmarried;White;Male
7621;Private;HS-grad;Never-married;Machine-op-inspct;Not-in-family;Black;Male
7622;Private;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male
7623;Private;HS-grad;Divorced;Adm-clerical;Unmarried;White;Female
7624;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male
7625;Federal-gov;Bachelors;Married-civ-spouse;Adm-clerical;Husband;White;Male
7626;Private;Some-college;Never-married;Adm-clerical;Not-in-family;White;Female
7627;Private;7th-8th;Married-civ-spouse;Craft-repair;Husband;White;Male
7628;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Female
7629;Private;HS-grad;Married-civ-spouse;Adm-clerical;Wife;White;Female
7630;Private;Prof-school;Married-civ-spouse;Prof-specialty;Husband;White;Male
7631;Private;10th;Never-married;Handlers-cleaners;Unmarried;White;Male
7632;Private;HS-grad;Never-married;Sales;Unmarried;Black;Female
7633;Private;Some-college;Never-married;Exec-managerial;Not-in-family;White;Female
7634;Private;9th;Married-civ-spouse;Craft-repair;Husband;White;Male
7635;State-gov;Masters;Separated;Prof-specialty;Unmarried;White;Female
7636;Private;10th;Divorced;Other-service;Not-in-family;White;Male
7637;Private;Some-college;Divorced;Adm-clerical;Not-in-family;Asian-Pac-Islander;Female
7638;Local-gov;Bachelors;Never-married;Prof-specialty;Not-in-family;Black;Female
7639;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
7640;Private;Some-college;Never-married;Other-service;Other-relative;White;Female
7641;Private;7th-8th;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
7642;Self-emp-inc;Some-college;Never-married;Exec-managerial;Not-in-family;White;Male
7643;Private;HS-grad;Widowed;Farming-fishing;Unmarried;White;Female
7644;Self-emp-not-inc;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male
7645;Private;9th;Married-civ-spouse;Other-service;Husband;White;Male
7646;Private;HS-grad;Married-civ-spouse;Transport-moving;Husband;White;Male
7647;Private;11th;Married-civ-spouse;Craft-repair;Husband;White;Male
7648;Private;Some-college;Never-married;Other-service;Unmarried;Black;Female
7649;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
7650;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male
7651;Private;11th;Married-civ-spouse;Sales;Husband;White;Male
7652;Federal-gov;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
7653;Private;11th;Never-married;Sales;Own-child;Black;Female
7654;Private;HS-grad;Divorced;Craft-repair;Unmarried;White;Female
7655;Federal-gov;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
7656;Private;Assoc-acdm;Married-civ-spouse;Other-service;Wife;White;Female
7657;Private;Some-college;Separated;Sales;Not-in-family;Amer-Indian-Eskimo;Female
7658;Self-emp-inc;HS-grad;Married-civ-spouse;Prof-specialty;Husband;Black;Male
7659;Private;HS-grad;Separated;Other-service;Not-in-family;White;Female
7660;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;Other;Male
7661;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male
7662;Private;12th;Never-married;Sales;Own-child;White;Female
7663;Self-emp-not-inc;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Male
7664;?;11th;Never-married;?;Own-child;Black;Female
7665;Private;HS-grad;Never-married;Machine-op-inspct;Not-in-family;White;Male
7666;Private;Assoc-voc;Divorced;Adm-clerical;Unmarried;Black;Female
7667;Self-emp-not-inc;Masters;Divorced;Prof-specialty;Not-in-family;White;Female
7668;Private;10th;Never-married;Other-service;Not-in-family;White;Male
7669;Private;Some-college;Married-spouse-absent;Handlers-cleaners;Unmarried;White;Male
7670;Self-emp-not-inc;HS-grad;Married-civ-spouse;Farming-fishing;Husband;Asian-Pac-Islander;Male
7671;Private;HS-grad;Divorced;Tech-support;Unmarried;White;Female
7672;Private;Masters;Divorced;Prof-specialty;Not-in-family;White;Male
7673;Private;HS-grad;Married-civ-spouse;Exec-managerial;Husband;White;Male
7674;Private;Bachelors;Separated;Prof-specialty;Not-in-family;Asian-Pac-Islander;Male
7675;Private;Assoc-acdm;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
7676;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
7677;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
7678;Private;HS-grad;Never-married;Other-service;Own-child;White;Female
7679;Local-gov;Bachelors;Married-civ-spouse;Protective-serv;Husband;White;Male
7680;Private;Assoc-voc;Married-civ-spouse;Adm-clerical;Husband;White;Male
7681;Private;Assoc-voc;Separated;Exec-managerial;Own-child;White;Female
7682;Self-emp-inc;Bachelors;Married-civ-spouse;Sales;Husband;White;Male
7683;Private;Some-college;Married-civ-spouse;Other-service;Husband;Black;Male
7684;?;HS-grad;Never-married;?;Not-in-family;White;Female
7685;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male
7686;Private;HS-grad;Never-married;Transport-moving;Own-child;White;Male
7687;Local-gov;HS-grad;Never-married;Adm-clerical;Unmarried;Amer-Indian-Eskimo;Male
7688;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Male
7689;Self-emp-not-inc;Bachelors;Married-civ-spouse;Sales;Husband;White;Male
7690;Self-emp-not-inc;HS-grad;Never-married;Farming-fishing;Own-child;White;Male
7691;Private;Doctorate;Married-civ-spouse;Prof-specialty;Husband;White;Male
7692;Private;Some-college;Married-civ-spouse;Craft-repair;Husband;White;Male
7693;Local-gov;Masters;Never-married;Prof-specialty;Not-in-family;White;Female
7694;Self-emp-not-inc;HS-grad;Never-married;Craft-repair;Own-child;White;Male
7695;Self-emp-inc;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male
7696;Private;Some-college;Divorced;Exec-managerial;Not-in-family;White;Female
7697;Private;Some-college;Separated;Craft-repair;Unmarried;White;Male
7698;Private;7th-8th;Married-civ-spouse;Craft-repair;Husband;Asian-Pac-Islander;Male
7699;Federal-gov;Some-college;Married-civ-spouse;Tech-support;Husband;Asian-Pac-Islander;Male
7700;Private;Bachelors;Married-civ-spouse;Tech-support;Husband;White;Male
7701;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;Other;Male
7702;Private;Masters;Married-civ-spouse;Exec-managerial;Husband;White;Male
7703;State-gov;HS-grad;Married-civ-spouse;Protective-serv;Husband;White;Male
7704;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Female
7705;Private;HS-grad;Widowed;Sales;Unmarried;White;Female
7706;Private;5th-6th;Married-civ-spouse;Craft-repair;Husband;White;Male
7707;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
7708;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
7709;Private;Bachelors;Divorced;Exec-managerial;Unmarried;White;Female
7710;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Male
7711;Local-gov;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
7712;Self-emp-not-inc;Some-college;Married-civ-spouse;Prof-specialty;Own-child;White;Female
7713;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male
7714;Private;HS-grad;Never-married;Adm-clerical;Not-in-family;White;Female
7715;Local-gov;Masters;Married-civ-spouse;Prof-specialty;Husband;White;Male
7716;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Wife;White;Female
7717;Self-emp-not-inc;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male
7718;Private;HS-grad;Never-married;Adm-clerical;Own-child;White;Female
7719;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male
7720;Private;Some-college;Widowed;Adm-clerical;Not-in-family;White;Female
7721;Private;Masters;Never-married;Prof-specialty;Not-in-family;White;Male
7722;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
7723;Private;12th;Never-married;Handlers-cleaners;Own-child;White;Male
7724;Private;Some-college;Never-married;Prof-specialty;Not-in-family;Black;Male
7725;?;Bachelors;Married-civ-spouse;?;Husband;White;Male
7726;Private;HS-grad;Divorced;Machine-op-inspct;Not-in-family;White;Male
7727;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male
7728;Private;Some-college;Never-married;Handlers-cleaners;Other-relative;White;Male
7729;Self-emp-not-inc;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male
7730;Private;12th;Never-married;Adm-clerical;Unmarried;White;Female
7731;Private;1st-4th;Widowed;Prof-specialty;Unmarried;White;Female
7732;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male
7733;Private;Prof-school;Separated;Tech-support;Not-in-family;White;Male
7734;Private;Some-college;Married-civ-spouse;Tech-support;Wife;White;Female
7735;Private;Some-college;Never-married;Other-service;Own-child;White;Male
7736;Self-emp-not-inc;HS-grad;Married-civ-spouse;Sales;Husband;White;Male
7737;Private;HS-grad;Married-civ-spouse;Other-service;Other-relative;Black;Male
7738;Self-emp-not-inc;Some-college;Widowed;Craft-repair;Unmarried;White;Female
7739;Private;Some-college;Never-married;Other-service;Not-in-family;Black;Male
7740;Private;1st-4th;Married-civ-spouse;Craft-repair;Husband;White;Male
7741;?;Bachelors;Never-married;?;Not-in-family;White;Female
7742;Private;7th-8th;Never-married;Other-service;Not-in-family;White;Male
7743;Private;9th;Married-civ-spouse;Other-service;Husband;White;Male
7744;Private;HS-grad;Never-married;Other-service;Not-in-family;White;Male
7745;Private;Some-college;Never-married;Adm-clerical;Own-child;White;Female
7746;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
7747;?;HS-grad;Divorced;?;Other-relative;White;Male
7748;Private;Some-college;Never-married;Craft-repair;Not-in-family;White;Male
7749;Private;Some-college;Divorced;Priv-house-serv;Other-relative;White;Female
7750;Local-gov;Bachelors;Divorced;Exec-managerial;Unmarried;White;Female
7751;?;HS-grad;Never-married;?;Not-in-family;White;Male
7752;Self-emp-not-inc;9th;Married-civ-spouse;Adm-clerical;Husband;White;Male
7753;Private;Bachelors;Never-married;Tech-support;Not-in-family;White;Male
7754;Private;HS-grad;Never-married;Machine-op-inspct;Unmarried;Black;Female
7755;Private;11th;Never-married;Sales;Own-child;White;Female
7756;Private;11th;Never-married;Other-service;Own-child;Black;Male
7757;Private;11th;Divorced;Handlers-cleaners;Other-relative;Black;Male
7758;Private;Some-college;Married-civ-spouse;Tech-support;Husband;White;Male
7759;Private;10th;Widowed;Handlers-cleaners;Not-in-family;White;Female
7760;Private;HS-grad;Divorced;Adm-clerical;Unmarried;White;Female
7761;Federal-gov;HS-grad;Never-married;Other-service;Not-in-family;White;Female
7762;Private;Assoc-acdm;Never-married;Sales;Own-child;White;Male
7763;Private;HS-grad;Never-married;Other-service;Not-in-family;White;Male
7764;?;7th-8th;Separated;?;Not-in-family;White;Male
7765;Private;9th;Married-civ-spouse;Craft-repair;Husband;White;Male
7766;Private;Bachelors;Never-married;Prof-specialty;Not-in-family;White;Male
7767;Private;HS-grad;Divorced;Adm-clerical;Other-relative;White;Female
7768;Private;HS-grad;Married-civ-spouse;Sales;Husband;White;Male
7769;Local-gov;5th-6th;Married-civ-spouse;Other-service;Husband;White;Male
7770;Private;10th;Never-married;Handlers-cleaners;Not-in-family;White;Male
7771;State-gov;Some-college;Married-civ-spouse;Protective-serv;Husband;White;Male
7772;Private;Some-college;Married-civ-spouse;Prof-specialty;Husband;White;Male
7773;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
7774;?;7th-8th;Never-married;?;Not-in-family;White;Female
7775;Private;HS-grad;Never-married;Machine-op-inspct;Unmarried;White;Female
7776;Self-emp-not-inc;Some-college;Married-civ-spouse;Farming-fishing;Husband;White;Male
7777;Private;HS-grad;Divorced;Other-service;Not-in-family;White;Female
7778;Private;Doctorate;Married-civ-spouse;Exec-managerial;Husband;White;Male
7779;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
7780;Private;11th;Never-married;Other-service;Own-child;White;Female
7781;Private;Bachelors;Divorced;Exec-managerial;Not-in-family;White;Male
7782;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
7783;Private;Bachelors;Never-married;Sales;Not-in-family;White;Female
7784;Self-emp-not-inc;Assoc-voc;Married-civ-spouse;Farming-fishing;Husband;White;Male
7785;?;Bachelors;Never-married;?;Not-in-family;White;Female
7786;Private;HS-grad;Married-civ-spouse;Handlers-cleaners;Husband;White;Male
7787;Local-gov;Masters;Married-civ-spouse;Protective-serv;Husband;White;Male
7788;?;Some-college;Never-married;?;Other-relative;White;Female
7789;Private;11th;Married-civ-spouse;Farming-fishing;Husband;White;Male
7790;Private;Prof-school;Divorced;Exec-managerial;Not-in-family;White;Male
7791;Private;HS-grad;Never-married;Adm-clerical;Not-in-family;White;Male
7792;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Other-relative;White;Male
7793;Private;Assoc-voc;Married-civ-spouse;Prof-specialty;Husband;White;Male
7794;State-gov;Some-college;Never-married;Tech-support;Own-child;White;Female
7795;Private;Some-college;Never-married;Adm-clerical;Not-in-family;White;Male
7796;Private;Assoc-acdm;Divorced;Prof-specialty;Not-in-family;White;Female
7797;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
7798;Private;Bachelors;Separated;Tech-support;Not-in-family;White;Male
7799;Private;HS-grad;Married-civ-spouse;Machine-op-inspct;Husband;White;Male
7800;Private;HS-grad;Never-married;Other-service;Own-child;White;Male
7801;Self-emp-not-inc;Bachelors;Married-civ-spouse;Prof-specialty;Husband;Asian-Pac-Islander;Male
7802;Private;Bachelors;Married-civ-spouse;Adm-clerical;Husband;White;Male
7803;Private;Some-college;Separated;Sales;Other-relative;Black;Male
7804;Private;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male
7805;Private;Assoc-acdm;Divorced;Sales;Unmarried;White;Female
7806;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
7807;Private;HS-grad;Married-civ-spouse;Other-service;Husband;White;Male
7808;Self-emp-inc;Some-college;Married-civ-spouse;Sales;Husband;White;Male
7809;Private;Some-college;Married-civ-spouse;Sales;Husband;Asian-Pac-Islander;Male
7810;Self-emp-not-inc;HS-grad;Married-civ-spouse;Farming-fishing;Husband;White;Male
7811;Self-emp-not-inc;Assoc-acdm;Never-married;Prof-specialty;Not-in-family;White;Female
7812;Private;Bachelors;Married-civ-spouse;Exec-managerial;Husband;White;Male
7813;Private;Some-college;Divorced;Adm-clerical;Not-in-family;White;Female
7814;Private;11th;Married-civ-spouse;Adm-clerical;Husband;White;Male
7815;Private;Bachelors;Never-married;Exec-managerial;Not-in-family;White;Female
7816;?;HS-grad;Never-married;?;Unmarried;Black;Female
7817;Private;Some-college;Divorced;Other-service;Not-in-family;White;Male
7818;Private;HS-grad;Divorced;Prof-specialty;Not-in-family;White;Female
7819;Private;Bachelors;Married-civ-spouse;Prof-specialty;Husband;White;Male
7820;Private;HS-grad;Divorced;Sales;Not-in-family;White;Male
7821;Private;Some-college;Never-married;Sales;Not-in-family;White;Female
7822;Private;Some-college;Never-married;Craft-repair;Own-child;White;Female
7823;Private;HS-grad;Married-civ-spouse;Protective-serv;Husband;White;Male
7824;Private;Assoc-acdm;Married-civ-spouse;Handlers-cleaners;Husband;White;Male
7825;Private;Masters;Married-civ-spouse;Tech-support;Husband;White;Male
7826;Private;Some-college;Widowed;Exec-managerial;Not-in-family;White;Female
7827;?;HS-grad;Married-civ-spouse;?;Husband;White;Male
7828;Self-emp-not-inc;Some-college;Divorced;Craft-repair;Not-in-family;White;Male
7829;Private;Masters;Widowed;Prof-specialty;Not-in-family;White;Female
7830;Federal-gov;Some-college;Divorced;Exec-managerial;Unmarried;Asian-Pac-Islander;Female
7831;Private;HS-grad;Married-civ-spouse;Craft-repair;Husband;White;Male
7832;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male
7833;Private;Some-college;Married-civ-spouse;Sales;Husband;White;Male
7834;Private;HS-grad;Never-married;Sales;Not-in-family;White;Male
7835;Private;HS-grad;Divorced;Craft-repair;Not-in-family;White;Male
7836;Local-gov;Bachelors;Married-civ-spouse;Prof-specialty;Wife;White;Female
7837;Private;10th;Never-married;Adm-clerical;Not-in-family;White;Female
7838;Private;Some-college;Married-civ-spouse;Exec-managerial;Husband;White;Male
